page_id,page_type,entropy,zero_ratio,run_length_score,file_path
468,repetitive,0.0,0.0,4096.0,pages/repetitive_468.bin
469,repetitive,0.0,0.0,4096.0,pages/repetitive_469.bin
470,repetitive,0.0,0.0,4096.0,pages/repetitive_470.bin
471,repetitive,0.0,0.0,4096.0,pages/repetitive_471.bin
472,repetitive,0.0,0.0,4096.0,pages/repetitive_472.bin
473,repetitive,0.0,0.0,4096.0,pages/repetitive_473.bin
474,repetitive,0.0,0.0,4096.0,pages/repetitive_474.bin
475,repetitive,0.0,0.0,4096.0,pages/repetitive_475.bin
476,repetitive,0.0,0.0,4096.0,pages/repetitive_476.bin
477,repetitive,0.0,0.0,4096.0,pages/repetitive_477.bin
478,repetitive,0.0,0.0,4096.0,pages/repetitive_478.bin
479,repetitive,0.0,0.0,4096.0,pages/repetitive_479.bin
480,repetitive,0.0,0.0,4096.0,pages/repetitive_480.bin
481,repetitive,0.0,0.0,4096.0,pages/repetitive_481.bin
482,repetitive,0.0,0.0,4096.0,pages/repetitive_482.bin
483,repetitive,0.0,0.0,4096.0,pages/repetitive_483.bin
484,repetitive,0.0,0.0,4096.0,pages/repetitive_484.bin
485,repetitive,0.0,0.0,4096.0,pages/repetitive_485.bin
486,repetitive,0.0,0.0,4096.0,pages/repetitive_486.bin
487,repetitive,0.0,0.0,4096.0,pages/repetitive_487.bin
488,repetitive,0.0,0.0,4096.0,pages/repetitive_488.bin
489,repetitive,0.0,0.0,4096.0,pages/repetitive_489.bin
490,repetitive,0.0,0.0,4096.0,pages/repetitive_490.bin
491,repetitive,0.0,0.0,4096.0,pages/repetitive_491.bin
492,repetitive,0.0,0.0,4096.0,pages/repetitive_492.bin
493,repetitive,0.0,0.0,4096.0,pages/repetitive_493.bin
494,repetitive,0.0,0.0,4096.0,pages/repetitive_494.bin
495,repetitive,0.0,0.0,4096.0,pages/repetitive_495.bin
496,repetitive,0.0,0.0,4096.0,pages/repetitive_496.bin
497,repetitive,0.0,0.0,4096.0,pages/repetitive_497.bin
498,repetitive,0.0,0.0,4096.0,pages/repetitive_498.bin
499,repetitive,0.0,0.0,4096.0,pages/repetitive_499.bin
